,title,desc,url
33,Глобальное общество,"Глобальное общество (англ. global society) — концепция человеческого общества, объединяющего в своём составе всё человечество, всех жителей Земли и общества всех стран мира (локальные общества). 
Название происходит от слова «глобальный», то есть, мировой, тот, что касается земного шара. Понятие получило распространение в мировых научных кругах во второй половине XX века, когда возникла необходимость в изучении вопросов, явлений и процессов, имеющих отношение к жизнедеятельности и развитию человечества в целом.",https://ru.wikipedia.org/wiki/%D0%93%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B5_%D0%BE%D0%B1%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%BE
34,Глокализация,"Глокализация (англ. Glocalisation) — процесс экономического, социального, культурного развития, характеризующийся сосуществованием разнонаправленных тенденций: на фоне глобализации вместо ожидаемого исчезновения региональных отличий происходит их сохранение и усиление. Вместо слияния и унификации возникают и набирают силу явления иного направления: сепаратизм, обострение интереса к локальным отличиям, рост интереса к традициям глубокой древности и возрождению диалектов.",https://ru.wikipedia.org/wiki/%D0%93%D0%BB%D0%BE%D0%BA%D0%B0%D0%BB%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F
35,Государства — члены ISO,"Список государств — членов Международной организации по стандартизации (ISO) представляет собой перечень 165 стран мира, которые представляют интересы своей страны в ИСО, а также представляют ИСО в своей стране.",https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%81%D1%83%D0%B4%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B0_%E2%80%94_%D1%87%D0%BB%D0%B5%D0%BD%D1%8B_ISO
36,Европейская экономическая комиссия ООН,"Европейская экономическая комиссия ООН (ЕЭК ООН) англ. United Nations Economic Commission for Europe (UN ECE), фр. Commission Economique des Nations Unies pour l’Europe (CEE-ONU) — одна из пяти региональных комиссий Экономического и Социального совета ООН (ЭКОСОС). Европейская экономическая комиссия ООН была создана в 1947 г. с целью скорейшего восстановления разрушенных войной стран континента и содействия развитию экономического сотрудничества между ними. Штаб-квартира ЕЭК ООН находится в Женеве (Швейцария), во Дворце наций. Годовой бюджет составляет около 50 млн долларов США.",https://ru.wikipedia.org/wiki/%D0%95%D0%B2%D1%80%D0%BE%D0%BF%D0%B5%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D1%8D%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%BA%D0%BE%D0%BC%D0%B8%D1%81%D1%81%D0%B8%D1%8F_%D0%9E%D0%9E%D0%9D
37,Земля,"Земля́ — третья по удалённости от Солнца планета Солнечной системы. Самая плотная, пятая по диаметру и массе среди всех планет Солнечной системы и крупнейшая среди планет земной группы, в которую входят также Меркурий, Венера и Марс. Единственное известное человеку в настоящее время тело во Вселенной, населённое живыми организмами.
В публицистике и научно-популярной литературе могут использоваться синонимические термины — мир, голубая планета, Терра (от лат. Terra).
Научные данные указывают на то, что Земля образовалась из солнечной туманности около 4,54 миллиарда лет назад и вскоре после этого обрела свой единственный естественный спутник — Луну. Жизнь, предположительно, появилась на Земле примерно 4,25 млрд лет назад, то есть вскоре после её возникновения. С тех пор биосфера Земли значительно изменила атмосферу и прочие абиотические факторы, обусловив количественный рост аэробных организмов, а также формирование озонового слоя, который вместе с магнитным полем Земли ослабляет вредную для жизни солнечную радиацию, тем самым сохраняя условия существования жизни на Земле. Радиация, обусловленная самой земной корой, со времён её образования значительно снизилась благодаря постепенному распаду радионуклидов, содержавшихся в ней. Кора Земли разделена на несколько сегментов, или тектонических плит, которые движутся по поверхности со скоростями порядка нескольких сантиметров в год. Изучением состава, строения и закономерностей развития Земли занимается наука геология.
Приблизительно 70,8 % поверхности планеты занимает Мировой океан, остальную часть поверхности занимают континенты и острова. На материках расположены реки, озёра, подземные воды и льды, которые вместе с Мировым океаном составляют гидросферу. Жидкая вода, необходимая для всех известных жизненных форм, не существует на поверхности какой-либо из известных планет и планетоидов Солнечной системы, кроме Земли. Полюсы Земли покрыты ледяным панцирем, который включает в себя морской лёд Арктики и антарктический ледяной щит.
Внутренние области Земли достаточно активны и состоят из толстого, очень вязкого слоя, называемого мантией, которая покрывает жидкое внешнее ядро, являющееся источником магнитного поля Земли, и внутреннее твёрдое ядро, предположительно, состоящее из железа и никеля. Физические характеристики Земли и её орбитального движения позволили жизни сохраниться на протяжении последних 3,5 млрд лет. По различным оценкам, Земля будет сохранять условия для существования живых организмов ещё в течение 0,5—2,3 млрд лет.
Земля взаимодействует (притягивается гравитационными силами) с другими объектами в космосе, включая Солнце и Луну. Земля обращается вокруг Солнца и делает вокруг него полный оборот примерно за 365,26 солнечных суток — сидерический год. Ось вращения Земли наклонена на 23,44° относительно перпендикуляра к её орбитальной плоскости, это вызывает сезонные изменения на поверхности планеты с периодом в один тропический год — 365,24 солнечных суток. Сутки сейчас составляют примерно 24 часа. Луна начала своё обращение на орбите вокруг Земли примерно 4,53 миллиарда лет назад. Гравитационное воздействие Луны на Землю является причиной возникновения океанских приливов. Также Луна стабилизирует наклон земной оси и постепенно замедляет вращение Земли. Согласно некоторым теориям, падения астероидов приводили к существенным изменениям в окружающей среде и поверхности Земли, вызывая, в частности, массовые вымирания различных видов живых существ.
Планета является домом примерно для 8,7 млн видов живых существ, включая человека. Территория Земли поделена человечеством на 193 независимых государства-члена ООН и государство Ватикан, признаваемое всеми государствами-членами ООН, кроме того, 13 непризнанных и частично признанных государств контролируют различные участки земной поверхности. Человеческая культура сформировала много представлений об устройстве мироздания — таких, как концепция о плоской Земле, геоцентрическая система мира и гипотеза Геи, по которой Земля представляет собой единый суперорганизм.",https://ru.wikipedia.org/wiki/%D0%97%D0%B5%D0%BC%D0%BB%D1%8F
38,Институт инженеров электротехники и электроники,"Институт инженеров электротехники и электроники — IEEE (англ. Institute of Electrical and Electronics Engineers) (I triple E — «Ай трипл и») — некоммерческая инженерная ассоциация из США, разрабатывающая широко применяемые в мире стандарты по радиоэлектронике, электротехнике и аппаратному обеспечению вычислительных систем и сетей. Корпоративный офис находится в Нью-Йорке, а центр операций в Пискатавэе (Нью-Джерси). Образован в 1963 году путём объединения Американского института инженеров-электриков и Института радиоинженеров. По состоянию на 2018 год это крупнейшая в мире ассоциация технических специалистов, насчитывающая более 423 000 членов в более чем 160 странах мира. Целями Института являются образовательный и технический прогресс в области электроники и электротехники, телекоммуникаций, вычислительной техники и смежных дисциплин.",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80%D0%BE%D0%B2_%D1%8D%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B8_%D0%B8_%D1%8D%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B8
39,Комитет по Международным стандартам финансовой отчетности,"Комитет по Международным стандартам финансовой отчетности (англ. International Accounting Standards Committee (IASC)) — некоммерческая организация, основанная в июне 1973 году в Лондоне, и преобразованная в апреле 2001 года в Совет по Международным стандартам финансовой отчётности.",https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BC%D0%B8%D1%82%D0%B5%D1%82_%D0%BF%D0%BE_%D0%9C%D0%B5%D0%B6%D0%B4%D1%83%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D1%8B%D0%BC_%D1%81%D1%82%D0%B0%D0%BD%D0%B4%D0%B0%D1%80%D1%82%D0%B0%D0%BC_%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D0%BE%D0%B9_%D0%BE%D1%82%D1%87%D1%91%D1%82%D0%BD%D0%BE%D1%81%D1%82%D0%B8
40,МАГАТЭ,"Международное агентство по атомной энергии (сокр. МАГАТЭ, англ. International Atomic Energy Agency, сокр. IAEA) — международная организация создана в соответствии с решением ООН от 4 декабря 1954 года, входит в систему ООН осуществляет полномочия развития сотрудничества в сфере мирного использования атомной энергии. Основание в 1957 году. Штаб-квартира расположена в Вене (Австрия) — Венский международный центр.",https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B6%D0%B4%D1%83%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%BE%D0%B5_%D0%B0%D0%B3%D0%B5%D0%BD%D1%82%D1%81%D1%82%D0%B2%D0%BE_%D0%BF%D0%BE_%D0%B0%D1%82%D0%BE%D0%BC%D0%BD%D0%BE%D0%B9_%D1%8D%D0%BD%D0%B5%D1%80%D0%B3%D0%B8%D0%B8
41,Массовая культура,"Ма́ссовая культу́ра или поп-культура, масскультура, культура большинства — культура быта, развлечений и информации, преобладающая в современном обществе. Она включает в себя такие явления, как средства массовой информации (в том числе интернет, телевидение, радио), спорт, кинематограф, музыка, массовая литература, изобразительное искусство и т. д.
Содержание массовой культуры обусловлено ежедневными событиями, стремлениями и потребностями, составляющими жизнь большинства населения (то есть мейнстрима).
Термин «массовая культура» возник в 40-х годах XX века в текстах Макса Хоркхаймера и Дуайта Макдональда, посвящённых критике телевидения, и получил широкое распространение благодаря трудам представителей Франкфуртской социологической школы.",https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%81%D1%81%D0%BE%D0%B2%D0%B0%D1%8F_%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D0%B0
42,Массовое общество,"Массовое общество — теоретическая модель, описывающая социальные преобразования, вызванные модернизацией (прежде всего урбанизацией, развитием СМИ, всеобщим образованием, демократизацией политики и т. п.), которая активно разрабатывалась в 1920—1960-е годы.
Особенностью массового общества является разрыв социальных связей, обособленность отдельных индивидов, отсутствии у них индивидуальности, устойчивых и общезначимых нравственных ценностей. Личностный статус человека формируется на уровне социальной группы, общины, ремесленного цеха, аристократического «света», церковного прихода. Но непрерывные вертикальные и горизонтальные перемещения больших групп людей, характерные для индустриального общества, разрушают уровень соседского, профессионального, религиозного общения, общения в «своём круге» и основным уровнем общения становится семья. Человек начинает воспринимать общество как множество других столь же похожих на него индивидов, одевающихся в тех же универсальных магазинах, ездящих в тех же поездах и трамваях, читающих те же газеты, и так же, как он, одиноких.
Поэтому потребность в самоутверждении переносится на национально-государственный уровень, на уровень всего общества и политические интересы приобретают личностный, особенно значимый характер. Такое обостренное личное восприятие национальных, государственных потребностей делает любой конфликт (как в государстве, так и в международных отношениях) личным делом миллионов людей и придает ему особо острый, болезненный характер. Это создает для элит неограниченные возможности манипулирования атомизированными массами.
Наиболее детально проблема массового общества исследуется в работе Хосе Ортега-и-Гассета «Восстание масс» (1930 год). Он писал, что в отличие от прежних времен, когда массы находились у «задников общественной сцены», сейчас они на авансцене истории, что и вызвало тяжелейший кризис в Западной Европе. Ортега-и-Гассет напоминал, что небывалое увеличение спектра человеческих возможностей, расширение пространственных и временных границ его мира произошло внезапно, за одно поколение. Средний человек, который чувствует себя «как все» и зная, что он посредственность, «имеет нахальство повсюду утверждать и всем навязывать своё право на посредственность». Приобщаясь к благам цивилизации очень быстро, он не только не усваивает культуры прошлого, но и отрицает её.

В двадцатом веке хамство стало очень острой проблемой, и этим оно обязано прогрессу. Массы крестьян были вырваны из патриархальных условий, в которых держались патриархальные табу, и оказались урбанизированы. Там, где развитие происходило особенно быстро, в странах центральной Европы, поздно вступивших на путь прогресса и торопившихся догнать и перегнать, рост хамства был особенно грозным. Он поставил под вопрос само существование европейской цивилизации.

В 1960-70-е годы Дэниел Белл и Эдвард Шилз попытались преодолеть критическую направленность теорий массового общества, подчеркивая интеграцию масс в систему институтов массового общества, преодоление социальных антагонизмов и создание более социально однородного общества.",https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%81%D1%81%D0%BE%D0%B2%D0%BE%D0%B5_%D0%BE%D0%B1%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%BE
43,Международная организация гражданской авиации,"Международная организация гражданской авиации (ИКАО от англ.  ICAO — International Civil Aviation Organization) — специализированное учреждение ООН, устанавливающее международные нормы гражданской авиации и координирующее её развитие с целью повышения безопасности и эффективности. Международная ассоциация воздушного транспорта (IATA) является самостоятельной организацией и её не надо путать с ИКАО.
ИКАО учреждена на основании положений части ІІ Чикагской конвенции 1944 года. Существует с 4 апреля 1947 года. Штаб-квартира находится в Монреале, Канада. СССР вступил в члены ИКАО 14 ноября 1970 года.
Уставной целью ИКАО является обеспечение безопасного, упорядоченного развития международной гражданской авиации во всем мире и другие аспекты организации и координации международного сотрудничества по всем вопросам гражданской авиации, в том числе международных перевозок. В соответствии с правилами ИКАО международное воздушное пространство разделено на районы полетной информации — воздушное пространство, границы которого устанавливаются с учётом возможностей средств навигации и контроля за воздушным движением. Одной из функций ИКАО является присвоение аэропортам мира четырёхбуквенных индивидуальных кодов — идентификаторов, используемых для передачи аэронавигационной и метеорологической информации по аэропортам, планов полётов (flight-plans), обозначения гражданских аэродромов на радионавигационных картах и т. д.
В 1992 году (резолюция A29-1) ИКАО объявила 7 декабря Днём гражданской авиации. В дальнейшем это решение поддержала ООН.",https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B6%D0%B4%D1%83%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%B0%D1%8F_%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F_%D0%B3%D1%80%D0%B0%D0%B6%D0%B4%D0%B0%D0%BD%D1%81%D0%BA%D0%BE%D0%B9_%D0%B0%D0%B2%D0%B8%D0%B0%D1%86%D0%B8%D0%B8
44,Международная организация законодательной метрологии,"Международная организация законодательной метрологии (МОЗМ) (фр. Organisation Internationale de Métrologie Légale, OIML, англ. International Organization of Legal Metrology) — межправительственная организация, созданная для гармонизации правил метрологии, применяемых в странах-участницах. МОЗМ призвана помогать в устранении барьеров в торговле путём разработки согласованных законодательных, административных и технических процедур для измерительных приборов, применяемых в торговле или регулирующей деятельности.
МОЗМ основана в 1955 году в соответствии с конвенцией о её учреждении, подписанной в Париже 12 октября 1955 года. Официальным языком Организации является французский, в то же время на практике основным языком является английский.
По состоянию на июль 2020 года в состав МОЗМ в качестве полноправных участников входит 61 страна и в качестве наблюдателей — 62 страны. Согласно данным Всемирного банка, в 2007 году на долю стран-членов МОЗМ приходилось 86 % населения мира и 96 % объёма мировой экономики.
Практическая деятельность МОЗМ сосредоточена во входящих в её состав восемнадцати Технических комитетах и их подкомитетах. Основными результатами работы МОЗМ являются публикации двух типов: Международные Рекомендации и Международные Документы. В первых из них публикуются модельные правила, которые устанавливают метрологические характеристики измерительных приборов и определяют методы и оборудование, необходимые для их аттестации. Международные Документы по своему содержанию являются информационными и предназначены для улучшения работы метрологических служб.",https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B6%D0%B4%D1%83%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%B0%D1%8F_%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F_%D0%B7%D0%B0%D0%BA%D0%BE%D0%BD%D0%BE%D0%B4%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%BE%D0%B9_%D0%BC%D0%B5%D1%82%D1%80%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8
45,Международная организация по стандартизации,"Международная организация по стандартизации, ИСО (англ. International Organization for Standardization, ISO; фр. Organisation internationale de normalisation, ISO) — международная организация, занимающаяся выпуском стандартов.
Международная организация по стандартизации создана в 1946 году двадцатью пятью национальными организациями по стандартизации, на основе двух организаций: ISA (International Federation of National Standardizing Associations), учреждённой в Нью-Йорке в 1926 году (расформирована в 1942) и UNSCC (United Nations Standards Coordinating Committee), учреждённой в 1944 году. Фактически её работа началась с 1947 года. СССР был одним из основателей организации, постоянным членом руководящих органов, дважды представитель Госстандарта избирался председателем организации. Россия стала членом ИСО как правопреемник СССР. 23 сентября 2005 года Россия вошла в Совет ИСО.
При создании организации и выборе её названия учитывалась необходимость того, чтобы аббревиатура наименования звучала одинаково на всех языках. Для этого было решено использовать греческое слово ίσος (исос) — равный, вот почему на всех языках мира Международная организация по стандартизации имеет краткое название «ИСО».
Сфера деятельности ИСО касается стандартизации во всех областях, кроме электротехники и электроники, относящихся к компетенции Международной электротехнической комиссии (МЭК, IEC). Некоторые виды работ выполняются совместными усилиями этих организаций. Кроме стандартизации, ИСО занимается проблемами сертификации.
ИСО определяет свои задачи следующим образом: содействие развитию стандартизации и смежных видов деятельности в мире с целью обеспечения международного обмена товарами и услугами, а также развития сотрудничества в интеллектуальной, научно-технической и экономической областях.
Официальными языками являются: английский, французский и русский.",https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B6%D0%B4%D1%83%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%B0%D1%8F_%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F_%D0%BF%D0%BE_%D1%81%D1%82%D0%B0%D0%BD%D0%B4%D0%B0%D1%80%D1%82%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D0%B8
46,Международная организация потребителей,"Международная организация потребителей (анг. Consumers International) - это основанная на членстве организация для групп потребителей по всему миру. Основанная 1 апреля 1960 года, насчитывает более 250 организаций-членов в 120 странах. Её головной офис находится в Лондоне (Англия), с региональными офисами в Латинской Америке, Азиатско-Тихоокеанском регионе, на Ближнем Востоке и в Африке.",https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B6%D0%B4%D1%83%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%B0%D1%8F_%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F_%D0%BF%D0%BE%D1%82%D1%80%D0%B5%D0%B1%D0%B8%D1%82%D0%B5%D0%BB%D0%B5%D0%B9
47,Международная торговля,"Междунаро́дная торго́вля — система международных товарно-денежных отношений, складывающаяся из внешней торговли всех стран мира.
Международная торговля возникла в процессе зарождения мирового рынка в XVI—XVIII веках. Её развитие — один из важных факторов развития мировой экономики Нового времени.
Термин «международная торговля» впервые использовал в XII веке итальянский учёный-экономист Антонио Маргаретти, автор экономического трактата «Власть народных масс на Севере Италии».",https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B6%D0%B4%D1%83%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%B0%D1%8F_%D1%82%D0%BE%D1%80%D0%B3%D0%BE%D0%B2%D0%BB%D1%8F
48,Международная экономическая интеграция,"Международная экономи́ческая интегра́ция — процесс международного объединения экономики стран и государств в один, общий рынок, при котором постепенная отмена тарифных и нетарифных ограничений приводит к унификации экономической политики в отраслях экономики и имеет ряд выраженных последствий.",https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B6%D0%B4%D1%83%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%B0%D1%8F_%D1%8D%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8%D0%BD%D1%82%D0%B5%D0%B3%D1%80%D0%B0%D1%86%D0%B8%D1%8F
49,Международная электротехническая комиссия,"О разъёме см. Разъём IEC

Международная электротехническая комиссия (МЭК; англ. International Electrotechnical Commission, IEC; фр. Commission électrotechnique internationale, CEI) — международная некоммерческая организация по стандартизации в области электрических, электронных и смежных технологий. Некоторые из стандартов МЭК разрабатываются совместно с Международной организацией по стандартизации (ISO).
МЭК составлена из представителей национальных служб стандартов. МЭК была основана в 1906 году. Первоначально комиссия располагалась в Лондоне, первым президентом был английский физик лорд Кельвин. С 1948 года штаб-квартира находится в Женеве, Швейцария. В настоящее время в состав МЭК на правах полноправных и ассоциированных членов входят 83 страны, имеет региональные центры в Юго-восточной Азии (Сингапур), Латинской Америке (Сан-Пауло, Бразилия) и Северной Америке (Бостон, США).
МЭК способствовала развитию и распространению стандартов для единиц измерения, особенно гаусса, герца, и вебера. Также МЭК предложила систему стандартов, которая, в конечном счёте, вошла в систему единиц СИ. В 1938 году был издан международный словарь с целью унифицировать терминологию в области электротехники. Эти усилия продолжаются и в подготовке Международного электротехнического словаря (известного также как Electropedia), способствующего совместной работе в электротехнических областях промышленности.
Стандарты МЭК имеют номера в диапазоне 60 000 — 79 999, и их названия имеют вид типа МЭК 60411 Графические символы. Номера старых стандартов МЭК были преобразованы в 1997 году путём добавления числа 60 000, например, стандарт МЭК 27 получил номер МЭК 60027. Стандарты, развитые совместно с Международной организацией по стандартизации, имеют названия вида ISO/IEC 7498-1:1994 Open Systems Interconnection: Basic Reference Model.",https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B6%D0%B4%D1%83%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%B0%D1%8F_%D1%8D%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%BA%D0%BE%D0%BC%D0%B8%D1%81%D1%81%D0%B8%D1%8F
50,Международное бюро мер и весов,"Международное бюро мер и весов, МБМВ (фр. Bureau International des Poids et Mesures, BIPM) — постоянно действующая международная организация со штаб-квартирой, расположенной в городе Севр (предместье Парижа, Франция).
Учреждено в 1875 году, вместе с подписанием Метрической конвенции. Основная задача Бюро заключается в обеспечении существования единой системы измерений во всех странах-участницах этой конвенции. МБМВ работает под наблюдением Международного комитета мер и весов.
В МБМВ хранятся международные эталоны основных единиц и выполняются международные метрологические работы, связанные с разработкой и хранением международных эталонов и сличением национальных эталонов с международными и между собой.
В МБМВ также проводятся исследования в области метрологии, направленные на увеличение точности измерений.
По состоянию на 13 января 2020 года 62 страны являлись членами и 40 стран и организаций являлись ассоциированными членами МБМВ.
Бюро финансируется странами-участницами Метрической конвенции.",https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B6%D0%B4%D1%83%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%BE%D0%B5_%D0%B1%D1%8E%D1%80%D0%BE_%D0%BC%D0%B5%D1%80_%D0%B8_%D0%B2%D0%B5%D1%81%D0%BE%D0%B2
51,Международный союз электросвязи,"Междунаро́дный сою́з электросвя́зи (МСЭ, англ. International Telecommunication Union, ITU) — международная организация, определяющая рекомендации в области телекоммуникаций и радио, а также регулирующая вопросы международного использования радиочастот (распределение радиочастот по назначениям и по странам). Основан как Международный телеграфный союз в 1865 году, с 1947 года является специализированным учреждением ООН.
В МСЭ входит 193 страны и более 700 членов по секторам и ассоциациям (научно-промышленных предприятий, государственных и частных операторов связи, радиовещательных компаний, региональных и международных организаций).
Стандарты (точнее, по терминологии МСЭ — рекомендации, англ. Recommendations) не являются обязательными, но широко поддерживаются, так как облегчают взаимодействие между сетями связи и позволяют провайдерам предоставлять услуги по всему миру.",https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B6%D0%B4%D1%83%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9_%D1%81%D0%BE%D1%8E%D0%B7_%D1%8D%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D0%B2%D1%8F%D0%B7%D0%B8
52,Метрическая конвенция,"Метрическая конвенция (фр. Convention du Mètre) — международный договор, служащий для обеспечения единства метрологических стандартов в разных странах. Договор был подписан в 1875 году в Париже семнадцатью странами, в том числе Россией. В 1921 году в договор были внесены небольшие изменения. В настоящее время к конвенции присоединились 62 государства в качестве полноправных членов и 40 государств и организаций на правах ассоциированных членов. Членами конвенции являются все промышленно развитые страны. В соответствии с метрической конвенцией учреждены Международное бюро мер и весов (фр. Bureau International des Poids et Mesures, BIPM) и Международный комитет мер и весов (фр. Comité International des Poids et Mesures, CIPM), и созываются Генеральные конференции по мерам и весам (фр. Conférence Générale des Poids et Mesures, CGPM). Эти международные организации призваны решать вопросы стандартизации в области метрологии.",https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%82%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%BA%D0%BE%D0%BD%D0%B2%D0%B5%D0%BD%D1%86%D0%B8%D1%8F
53,Метрология,"Метроло́гия (от греч. μέτρον «мера» + λόγος «мысль; причина») — наука об измерениях, методах и средствах обеспечения их единства и способах достижения требуемой точности. Предметом метрологии является извлечение количественной информации о свойствах объектов с заданной точностью и достоверностью; нормативная база для этого — метрологические стандарты.
Метрология состоит из трёх основных разделов:

Теоретическая или фундаментальная — рассматривает общие теоретические проблемы (разработка теории и проблем измерений физических величин, их единиц, методов измерений).
Прикладная — изучает вопросы практического применения разработок теоретической метрологии. В её ведении находятся все вопросы метрологического обеспечения.
Законодательная — устанавливает обязательные технические и юридические требования по применению единиц физической величины, методов и средств измерений.Метро́лог — специалист метрологии.",https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%82%D1%80%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F
